no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,lead_time,market_segment_type,avg_price_per_room,arrival_month,required_car_parking_space,repeated_guest,arrival_year,booking_status
0.6931471805599453,0.6931471805599453,2,37,4,145.8,9,0,0,2017,1
0.6931471805599453,0.6931471805599453,1,45,3,75.0,11,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,168,3,72.25,8,0,0,2018,1
0.0,0.0,0,143,4,100.3,6,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,25,4,75.2,11,0,0,2018,1
0.0,0.0,0,102,4,101.5,10,0,0,2017,0
0.6931471805599453,0.6931471805599453,2,4,3,81.6,12,0,0,2017,1
0.6931471805599453,0.6931471805599453,2,108,4,108.0,10,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,8,2,65.0,7,0,1,2018,1
0.6931471805599453,0.6931471805599453,0,56,3,185.0,9,0,0,2017,1
0.0,0.0,0,12,4,220.0,8,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,0,4,80.0,8,0,0,2017,1
0.6931471805599453,0.6931471805599453,1,37,3,75.0,10,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,0,4,158.0,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,39,3,87.0,8,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,36,4,103.95,4,1,0,2018,1
0.6931471805599453,0.6931471805599453,2,63,3,131.75,7,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,87,4,112.01,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,58,4,79.2,11,0,0,2017,1
0.0,0.0,0,301,3,52.0,11,0,0,2018,0
0.0,0.0,1,346,4,115.0,9,0,0,2018,0
0.0,0.0,0,361,4,91.0,11,0,1,2018,0
0.6931471805599453,0.6931471805599453,0,3,2,65.0,6,1,1,2018,1
0.6931471805599453,0.6931471805599453,0,49,3,71.0,12,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,19,4,135.0,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,74,3,101.5,9,0,0,2017,1
0.6931471805599453,0.6931471805599453,1,34,4,107.1,6,0,0,2018,1
0.0,0.0,1,73,4,79.05,3,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,0,2,67.0,11,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,94,4,96.3,4,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,134,4,76.58,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,1,4,80.0,1,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,75,4,127.8,7,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,100,3,140.0,9,0,0,2018,1
0.0,0.0,0,91,4,116.1,6,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,22,3,95.0,10,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,13,4,153.0,8,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,32,3,73.0,11,0,0,2017,1
0.0,0.0,1,63,4,126.9,6,0,0,2018,0
0.0,0.0,0,26,4,127.2,9,0,0,2018,0
0.0,0.0,1,296,4,117.0,9,0,0,2018,0
0.0,0.0,0,8,4,95.0,4,0,0,2018,0
0.0,0.0,0,7,4,130.67,8,0,0,2018,0
0.0,0.0,0,263,3,110.0,10,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,140,3,70.0,12,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,131,3,94.5,8,0,0,2017,1
0.0,0.0,0,6,4,137.0,3,0,0,2018,0
0.0,0.0,1,219,4,145.1,9,1,0,2018,0
0.6931471805599453,0.6931471805599453,0,19,3,75.0,7,0,0,2018,1
0.6931471805599453,0.6931471805599453,4,16,4,142.0,10,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,57,3,75.0,9,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,7,4,152.0,9,0,0,2017,1
0.6931471805599453,0.6931471805599453,1,18,2,65.0,10,1,1,2018,1
0.6931471805599453,0.6931471805599453,1,31,4,64.67,11,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,6,3,85.0,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,148,3,67.0,12,0,0,2017,1
0.6931471805599453,0.6931471805599453,3,63,4,118.33,11,0,0,2018,1
0.0,0.0,0,178,4,94.62,8,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,151,3,71.0,1,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,93,4,72.25,12,0,0,2017,1
0.0,0.0,2,102,4,86.4,12,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,167,3,72.25,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,57,4,103.8,10,0,0,2018,1
0.0,0.0,2,181,4,76.5,8,0,0,2017,0
0.0,0.0,0,245,4,107.59,9,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,49,3,80.75,6,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,71,3,120.0,6,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,44,3,75.0,2,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,2,3,63.75,6,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,147,4,106.25,6,0,0,2018,1
0.0,0.0,0,0,4,223.0,5,0,0,2018,0
0.0,0.0,0,44,4,67.5,2,0,0,2018,0
0.0,0.0,0,116,4,59.5,3,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,11,4,126.0,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,129,4,114.3,8,0,0,2018,1
0.0,0.0,1,13,4,85.29,8,0,0,2017,0
0.6931471805599453,0.6931471805599453,0,186,3,80.75,9,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,20,4,93.0,2,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,12,4,95.0,2,1,0,2018,1
0.6931471805599453,0.6931471805599453,0,10,4,80.75,12,0,0,2017,1
0.0,0.0,0,102,3,59.5,11,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,7,2,94.0,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,3,26,4,124.0,9,0,0,2017,1
0.6931471805599453,0.6931471805599453,1,106,4,90.95,4,0,0,2018,1
0.0,0.0,1,320,3,115.0,8,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,0,4,69.0,11,0,1,2017,1
0.6931471805599453,0.6931471805599453,0,13,4,81.0,3,0,0,2018,1
0.0,0.0,0,15,4,103.44,4,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,270,3,80.0,4,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,102,4,89.25,10,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,102,3,87.0,10,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,1,2,65.0,9,0,0,2017,1
0.6931471805599453,0.6931471805599453,1,78,3,95.0,9,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,112,3,100.0,6,0,0,2018,1
0.0,0.0,0,273,3,109.0,7,0,0,2017,0
0.6931471805599453,0.6931471805599453,2,25,4,129.0,10,0,0,2018,1
0.0,0.0,0,72,4,79.65,10,0,0,2018,0
0.0,0.0,2,93,4,76.5,8,0,0,2017,0
0.6931471805599453,0.6931471805599453,0,91,4,114.3,7,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,24,4,71.69,9,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,5,2,66.0,2,0,1,2018,1
0.6931471805599453,0.6931471805599453,0,6,4,88.0,12,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,57,4,135.9,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,14,4,0.0,9,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,12,4,75.2,12,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,5,4,73.15,11,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,99,2,81.0,2,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,97,4,109.81,4,0,0,2018,1
0.0,0.0,1,56,4,85.85,3,0,0,2018,0
0.0,0.0,1,60,4,123.3,9,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,8,4,85.35,10,0,0,2018,1
0.0,0.0,1,198,4,159.3,9,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,163,3,72.25,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,19,4,117.81,9,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,20,3,80.0,11,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,3,3,98.8,9,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,1,3,51.5,2,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,30,4,79.6,1,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,118,3,110.0,6,0,0,2018,1
0.0,0.0,1,386,4,115.0,10,0,0,2018,0
0.0,0.0,2,186,4,102.6,9,0,0,2018,0
0.0,0.0,0,304,4,89.0,11,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,2,3,55.0,3,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,12,3,75.0,10,0,0,2017,1
0.6931471805599453,0.6931471805599453,3,9,4,201.0,8,0,0,2018,1
0.0,0.0,0,183,4,187.5,8,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,79,1,37.33,7,0,0,2017,1
0.0,0.0,0,256,4,100.75,10,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,97,4,96.3,4,0,0,2018,1
0.0,0.0,0,175,4,112.63,8,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,69,4,57.52,10,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,10,3,95.0,9,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,0,3,62.8,12,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,122,3,86.0,3,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,11,4,95.48,3,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,67,4,125.1,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,42,4,106.8,11,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,4,3,109.0,1,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,4,2,59.0,1,0,0,2018,1
0.0,0.0,0,133,4,88.5,4,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,74,4,55.24,2,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,2,4,102.7,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,135,4,94.5,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,128,3,105.4,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,0,4,89.0,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,6,4,81.0,8,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,38,2,85.0,12,0,0,2018,1
0.0,0.0,0,20,4,156.0,5,0,0,2018,0
0.6931471805599453,0.6931471805599453,2,240,4,90.95,10,0,0,2018,1
0.0,0.0,2,34,4,74.8,11,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,79,3,75.0,11,0,0,2017,1
0.6931471805599453,0.6931471805599453,2,126,4,125.45,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,4,4,88.0,12,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,31,4,125.1,10,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,2,3,75.0,9,0,0,2017,1
0.0,0.0,0,35,4,84.24,6,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,147,4,127.93,7,0,0,2018,1
0.0,0.0,2,176,4,137.7,8,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,0,2,65.0,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,22,4,206.0,6,0,0,2018,1
0.0,0.0,1,31,4,135.9,7,0,0,2018,0
0.0,0.0,1,73,4,149.4,9,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,2,4,98.0,3,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,83,3,75.0,12,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,8,2,101.0,2,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,11,4,80.3,1,0,0,2018,1
0.0,0.0,0,192,4,94.5,8,0,0,2018,0
0.6931471805599453,0.6931471805599453,2,39,4,130.9,12,0,0,2018,1
0.0,0.0,0,188,4,130.0,6,0,0,2018,0
0.0,0.0,0,64,4,70.46,3,0,0,2018,0
0.6931471805599453,0.6931471805599453,2,39,4,96.3,10,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,47,4,119.52,9,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,74,3,109.0,9,0,0,2017,1
0.6931471805599453,0.6931471805599453,2,27,4,195.5,8,1,0,2018,1
0.0,0.0,1,256,3,115.0,6,0,0,2018,0
0.0,0.0,0,267,3,95.0,9,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,33,4,120.6,10,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,47,4,86.35,3,0,0,2018,1
0.0,0.0,0,54,4,117.9,7,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,95,3,80.75,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,89,4,87.3,4,0,0,2018,1
0.0,0.0,0,104,4,150.3,8,0,0,2018,0
0.0,0.0,1,156,4,106.89,8,0,0,2018,0
0.0,0.0,0,213,3,130.0,6,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,44,4,66.29,2,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,86,4,90.95,4,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,78,4,108.45,4,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,76,4,140.4,5,0,0,2018,1
0.0,0.0,1,170,4,112.2,8,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,4,4,67.5,1,0,0,2018,1
0.0,0.0,0,131,3,94.5,8,0,0,2017,0
0.0,0.0,0,19,4,115.0,3,0,0,2018,0
0.0,0.0,0,97,4,84.43,5,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,0,4,129.0,6,0,0,2018,1
0.0,0.0,0,275,3,90.0,10,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,16,4,111.75,10,0,0,2017,1
0.0,0.0,0,146,3,95.0,4,0,0,2018,0
0.0,0.0,0,35,4,73.1,3,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,20,4,70.42,12,0,0,2017,1
0.0,0.0,0,191,3,132.0,6,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,36,4,68.07,12,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,105,4,114.3,7,0,0,2018,1
0.0,0.0,0,10,0,110.0,9,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,6,4,87.27,10,0,0,2017,1
0.0,0.0,0,167,4,96.3,8,0,0,2018,0
0.0,0.0,0,138,4,142.2,8,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,3,4,185.57,4,0,0,2018,1
0.0,0.0,1,33,4,149.0,10,0,0,2018,0
0.0,0.0,0,290,3,72.0,6,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,246,4,104.55,12,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,75,4,90.0,4,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,12,4,55.72,2,0,0,2018,1
0.0,0.0,1,14,4,91.0,2,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,7,3,58.0,12,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,4,3,55.0,11,0,0,2017,1
0.0,0.0,0,177,4,84.39,8,0,0,2018,0
0.0,0.0,0,176,4,108.9,10,0,0,2018,0
0.0,0.0,0,5,4,167.0,8,0,0,2018,0
0.0,0.0,1,308,4,78.3,11,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,88,3,112.2,10,0,0,2017,1
0.0,0.0,0,4,2,80.0,2,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,188,4,80.75,7,0,0,2018,1
0.0,0.0,1,46,4,96.16,3,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,9,2,67.0,10,1,1,2018,1
0.6931471805599453,0.6931471805599453,2,9,4,194.0,6,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,0,2,75.0,10,0,1,2018,1
0.0,0.0,2,235,4,105.3,8,1,0,2018,0
0.6931471805599453,0.6931471805599453,0,96,3,82.45,8,0,0,2018,1
0.0,0.0,1,135,4,79.72,5,0,0,2018,0
0.0,0.0,0,101,3,80.0,4,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,212,3,78.0,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,28,3,75.0,9,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,13,3,75.0,3,0,0,2018,1
0.6931471805599453,0.6931471805599453,3,306,4,104.4,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,51,4,83.3,3,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,177,3,80.75,10,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,17,4,142.54,11,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,45,4,151.2,8,0,0,2018,1
0.0,0.0,2,244,4,94.5,12,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,100,4,136.0,5,0,0,2018,1
0.0,0.0,0,41,4,76.5,3,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,192,3,95.0,6,0,0,2018,1
0.0,0.0,0,24,4,157.0,6,0,0,2018,0
0.0,0.0,1,29,4,129.0,10,0,0,2018,0
0.6931471805599453,0.6931471805599453,2,18,4,12.0,9,0,0,2017,1
0.6931471805599453,0.6931471805599453,1,104,4,91.48,10,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,4,4,133.33,10,0,0,2018,1
0.0,0.0,0,34,4,122.4,6,0,0,2018,0
0.6931471805599453,0.6931471805599453,2,64,4,65.36,1,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,1,4,85.0,1,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,138,4,71.67,7,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,12,4,118.5,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,28,4,104.5,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,164,3,100.0,10,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,20,2,65.0,6,0,1,2018,1
0.6931471805599453,0.6931471805599453,0,5,3,80.0,12,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,9,4,67.5,1,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,12,4,89.0,1,0,0,2018,1
0.0,0.0,0,102,3,101.5,10,0,0,2017,0
0.6931471805599453,0.6931471805599453,2,48,4,93.5,3,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,7,4,241.0,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,55,3,104.0,4,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,90,3,112.88,9,0,0,2018,1
0.0,0.0,1,50,4,123.3,9,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,81,3,59.5,3,0,0,2018,1
0.0,0.0,0,275,3,62.8,6,0,0,2018,0
0.0,0.0,0,113,2,100.0,5,0,0,2018,0
0.0,0.0,1,18,4,142.43,8,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,141,4,72.76,5,0,0,2018,1
0.0,0.0,0,29,4,98.0,4,0,0,2018,0
0.0,0.0,1,50,4,108.0,10,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,20,2,67.0,12,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,39,3,101.5,8,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,2,4,89.0,3,0,0,2018,1
0.0,0.0,0,40,4,135.76,4,0,0,2018,0
0.0,0.0,0,69,4,123.98,9,0,0,2018,0
0.0,0.0,0,3,2,119.0,8,0,0,2017,0
0.6931471805599453,0.6931471805599453,0,2,4,99.14,8,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,143,2,106.0,7,0,0,2018,1
0.0,0.0,1,377,3,115.0,10,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,0,4,15.0,7,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,14,4,139.0,2,1,0,2018,1
0.6931471805599453,0.6931471805599453,0,144,4,95.4,6,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,1,4,74.25,1,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,4,4,93.0,2,0,0,2018,1
0.0,0.0,0,101,3,70.0,4,0,0,2018,0
0.0,0.0,1,296,3,117.0,9,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,0,4,124.0,8,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,143,3,100.0,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,3,109,4,131.4,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,92,4,89.25,10,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,13,3,96.0,4,0,0,2018,1
0.0,0.0,2,224,4,128.7,10,0,0,2018,0
0.0,0.0,1,386,3,115.0,10,0,0,2018,0
0.0,0.0,0,161,3,130.0,3,0,0,2018,0
0.0,0.0,0,36,4,214.75,8,0,0,2018,0
0.0,0.0,0,21,4,196.0,4,0,0,2018,0
0.6931471805599453,0.6931471805599453,2,81,4,89.25,10,0,0,2017,1
0.6931471805599453,0.6931471805599453,1,28,4,144.8,5,0,0,2018,1
0.0,0.0,0,237,4,80.75,9,0,0,2017,0
0.6931471805599453,0.6931471805599453,1,46,4,98.1,9,0,0,2018,1
0.0,0.0,0,137,4,133.2,8,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,85,3,100.0,9,0,0,2017,1
0.6931471805599453,0.6931471805599453,1,34,3,66.0,2,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,0,4,141.0,5,0,0,2018,1
0.0,0.0,0,30,4,139.28,10,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,37,3,95.0,10,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,13,4,151.0,8,0,0,2018,1
0.0,0.0,0,113,4,138.55,7,0,0,2018,0
0.0,0.0,0,155,4,142.83,10,0,0,2018,0
0.6931471805599453,0.6931471805599453,2,4,4,109.0,3,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,43,3,72.0,12,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,232,4,110.7,12,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,1,4,89.5,12,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,142,4,128.7,7,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,9,4,107.0,11,0,0,2017,1
0.0,0.0,0,160,4,106.75,8,1,0,2018,0
0.0,0.0,0,177,3,100.0,6,0,0,2018,0
0.0,0.0,1,0,4,182.33,5,0,0,2018,0
0.6931471805599453,0.6931471805599453,0,3,4,75.0,12,0,0,2017,1
0.6931471805599453,0.6931471805599453,2,20,4,115.6,6,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,0,4,91.59,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,92,4,187.85,6,0,0,2018,1
0.0,0.0,0,276,4,95.0,9,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,44,3,95.0,4,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,27,3,85.0,5,0,0,2018,1
0.0,0.0,1,61,4,78.9,2,0,0,2018,0
0.0,0.0,0,61,4,68.85,7,0,0,2017,0
0.6931471805599453,0.6931471805599453,0,83,3,75.0,5,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,172,4,79.03,7,0,0,2018,1
0.0,0.0,1,48,4,108.0,10,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,37,4,69.5,2,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,92,3,90.95,4,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,0,0,95.0,6,0,1,2018,1
0.6931471805599453,0.6931471805599453,1,0,1,0.0,9,0,1,2018,1
0.0,0.0,0,60,4,143.1,4,0,0,2018,0
0.0,0.0,0,188,4,105.3,8,0,0,2018,0
0.6931471805599453,0.6931471805599453,2,1,4,136.0,6,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,28,4,96.3,10,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,39,3,109.0,8,0,0,2017,1
0.0,0.0,0,10,4,129.0,6,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,5,4,130.0,8,0,0,2018,1
0.6931471805599453,0.6931471805599453,1,7,4,90.0,8,0,0,2017,1
0.6931471805599453,0.6931471805599453,0,1,3,75.0,11,0,0,2018,1
0.0,0.0,0,14,4,89.0,4,0,0,2018,0
0.6931471805599453,0.6931471805599453,1,137,4,147.9,7,0,0,2018,1
0.6931471805599453,0.6931471805599453,2,76,4,129.0,6,0,0,2018,1
0.6931471805599453,0.6931471805599453,0,20,3,58.0,12,0,0,2017,1
